restock,policy,seed,deliveries,moves,conflicts,avg_wait
20,qmix,1032,28,925,157,64.06896551724138
20,qmix,1033,2,444,528,14.333333333333334
20,qmix,1034,27,911,177,60.62068965517241
20,qmix,1035,7,550,445,33.875
20,qmix,1036,23,828,244,56.916666666666664
20,qmix,1037,28,962,145,65.73333333333333
20,qmix,1038,28,956,128,67.46666666666667
20,qmix,1039,31,1008,109,59.666666666666664
20,qmix,1040,25,909,169,71.44444444444444
20,qmix,1041,29,982,114,53.225806451612904
20,qmix,1042,26,945,154,68.28571428571429
20,qmix,1043,23,858,194,66.48
20,qmix,1044,29,996,112,56.03333333333333
20,qmix,1045,14,498,470,54.9375
20,qmix,1046,10,416,533,50.833333333333336
20,qmix,1047,27,912,148,65.65517241379311
20,qmix,1048,22,804,264,64.0
20,qmix,1049,23,834,241,47.92
20,qmix,1050,27,941,138,60.67741935483871
20,qmix,1051,26,945,149,62.785714285714285
20,qmix,1052,28,957,131,61.666666666666664
20,qmix,1053,21,830,235,52.90909090909091
20,qmix,1054,24,923,163,62.2962962962963
20,qmix,1055,26,916,161,58.214285714285715
20,qmix,1056,28,947,146,65.07142857142857
20,qmix,1057,9,318,607,31.272727272727273
20,qmix,1058,23,895,172,73.32
20,qmix,1059,23,778,271,66.04
20,qmix,1060,30,1057,77,65.90625
20,qmix,1061,28,948,142,60.766666666666666
20,qmix,1062,18,750,283,55.0
20,qmix,1063,24,868,194,63.36
20,qmix,1064,28,962,138,66.96774193548387
20,qmix,1065,26,929,152,76.32142857142857
20,qmix,1066,25,939,169,59.535714285714285
20,qmix,1067,3,170,718,25.2
20,qmix,1068,24,929,156,65.96153846153847
20,qmix,1069,29,956,144,64.80645161290323
20,qmix,1070,25,976,119,63.857142857142854
20,qmix,1071,27,940,137,66.37037037037037
20,qmix,1072,27,939,154,67.48275862068965
20,qmix,1073,23,894,193,67.57692307692308
20,qmix,1074,31,1030,89,61.8235294117647
20,qmix,1075,15,644,375,48.9375
20,qmix,1076,24,881,176,82.07692307692308
20,qmix,1077,25,876,187,75.11111111111111
20,qmix,1078,28,939,140,67.53333333333333
