restock,policy,seed,deliveries,moves,conflicts,avg_wait
40,nearest,1028,13,422,529,39.2
40,nearest,1029,33,964,126,34.73529411764706
40,nearest,1030,17,568,421,41.73684210526316
40,nearest,1031,34,1018,94,34.0
40,nearest,1032,27,860,196,51.92857142857143
40,nearest,1033,33,951,141,39.878787878787875
40,nearest,1034,2,106,759,12.0
40,nearest,1035,31,958,130,39.515151515151516
40,nearest,1036,25,807,232,42.607142857142854
40,nearest,1037,31,961,131,40.81818181818182
40,nearest,1038,28,884,172,45.6
40,nearest,1039,29,916,170,52.6875
40,nearest,1040,30,894,175,47.16129032258065
40,nearest,1041,31,952,133,35.5
40,nearest,1042,2,106,759,12.0
40,nearest,1043,2,98,770,12.0
40,nearest,1044,12,408,537,37.714285714285715
40,nearest,1045,31,925,163,37.60606060606061
40,nearest,1046,25,877,168,41.857142857142854
40,nearest,1047,35,991,130,34.75675675675676
40,nearest,1048,29,932,154,44.83870967741935
40,nearest,1049,30,918,167,50.46875
40,nearest,1050,2,106,759,12.0
40,nearest,1051,33,985,121,41.0
40,nearest,1052,2,106,759,12.0
40,nearest,1053,2,98,770,12.0
40,nearest,1054,31,904,179,33.81818181818182
40,nearest,1055,14,480,480,44.0
40,nearest,1056,32,978,122,37.6
40,nearest,1057,34,993,115,36.611111111111114
40,nearest,1058,30,921,156,43.25
40,nearest,1059,2,98,770,12.0
40,nearest,1060,26,826,247,46.214285714285715
40,nearest,1061,17,562,421,37.526315789473685
40,nearest,1062,30,925,149,37.25
40,nearest,1063,2,98,770,12.0
40,nearest,1064,29,916,170,44.46875
40,nearest,1065,29,917,169,40.03225806451613
40,nearest,1066,12,384,554,29.428571428571427
40,nearest,1067,2,98,770,12.0
40,nearest,1068,28,930,148,41.166666666666664
40,nearest,1069,28,873,197,49.55172413793103
40,nearest,1070,29,883,189,37.12903225806452
40,nearest,1071,31,982,125,46.74285714285714
40,nearest,1072,29,916,162,47.645161290322584
40,nearest,1073,32,987,126,31.91176470588235
40,nearest,1074,27,874,194,48.758620689655174
40,nearest,1075,8,260,654,30.5
40,nearest,1076,27,886,181,42.172413793103445
40,nearest,1077,25,839,206,46.629629629629626
40,nearest,1078,28,923,155,46.13333333333333
40,nearest,1079,31,957,138,35.794117647058826
40,nearest,1080,33,987,117,33.44117647058823
40,nearest,1081,2,98,770,12.0
40,nearest,1082,28,880,188,49.827586206896555
40,nearest,1083,25,854,209,49.392857142857146
40,nearest,1084,27,864,196,48.51724137931034
40,nearest,1085,24,804,225,53.92307692307692
40,nearest,1086,31,958,130,44.484848484848484
40,nearest,1087,29,916,165,40.38709677419355
40,nearest,1088,31,923,153,38.8125
40,nearest,1089,31,955,142,40.64705882352941
40,nearest,1090,27,816,242,36.0
40,nearest,1091,30,919,160,53.625
40,nearest,1092,29,909,156,41.666666666666664
40,nearest,1093,13,476,485,42.0
40,nearest,1094,23,810,216,28.24
40,nearest,1095,28,867,202,39.96551724137931
40,nearest,1096,30,901,181,40.935483870967744
40,nearest,1097,29,937,138,31.193548387096776
40,nearest,1098,0,264,649,12.0
40,nearest,1099,2,302,627,19.0
40,qmix,1000,26,877,201,56.407407407407405
40,qmix,1001,23,878,188,66.08
40,qmix,1002,23,875,193,75.32
40,qmix,1003,29,999,101,48.21875
40,qmix,1004,11,514,466,43.36363636363637
40,qmix,1005,28,985,112,51.83870967741935
40,qmix,1006,18,722,310,57.05
40,qmix,1007,28,939,158,51.2
40,qmix,1008,25,844,221,47.77777777777778
40,qmix,1009,27,963,130,54.827586206896555
40,qmix,1010,24,910,166,56.30769230769231
40,qmix,1011,6,268,647,39.125
40,qmix,1012,27,902,163,57.464285714285715
40,qmix,1013,27,942,143,57.62068965517241
40,qmix,1014,31,1004,116,45.75757575757576
40,qmix,1015,25,901,166,65.44444444444444
40,qmix,1016,27,972,132,60.93103448275862
40,qmix,1017,30,978,113,45.65625
40,qmix,1018,29,996,123,55.38709677419355
40,qmix,1019,29,1012,106,46.90625
40,qmix,1020,29,1005,113,53.41935483870968
40,qmix,1021,11,394,544,44.84615384615385
40,qmix,1022,26,929,148,55.67857142857143
40,qmix,1023,5,228,671,31.285714285714285
40,qmix,1024,25,877,183,65.37037037037037
40,qmix,1025,29,987,121,50.40625
40,qmix,1026,11,424,523,48.23076923076923
40,qmix,1027,29,954,143,51.70967741935484
40,qmix,1028,26,925,157,55.111111111111114
40,qmix,1029,28,917,158,56.275862068965516
40,qmix,1030,24,909,171,66.6923076923077
40,qmix,1031,29,999,124,41.064516129032256
40,qmix,1032,6,488,497,25.571428571428573
40,qmix,1033,2,444,528,14.333333333333334
40,qmix,1034,30,997,101,51.74193548387097
40,qmix,1035,24,883,187,57.68
40,qmix,1036,23,811,238,70.92
40,qmix,1037,14,572,418,51.25
40,qmix,1038,30,1010,100,48.15625
40,qmix,1039,29,1003,102,53.41935483870968
40,qmix,1040,7,316,598,38.0
40,qmix,1041,30,986,120,54.65625
40,qmix,1042,18,700,323,64.95
40,qmix,1043,13,482,484,45.6
40,qmix,1044,25,949,139,63.793103448275865
40,qmix,1045,26,918,155,59.10344827586207
40,qmix,1046,24,885,164,61.30769230769231
40,qmix,1047,24,879,174,56.53846153846154
40,qmix,1048,29,993,116,46.903225806451616
40,qmix,1049,32,1028,94,43.285714285714285
40,qmix,1050,25,913,169,56.51851851851852
40,qmix,1051,22,877,197,60.958333333333336
40,qmix,1052,28,939,151,59.87096774193548
40,qmix,1053,24,894,163,58.42307692307692
40,qmix,1054,30,1026,101,49.875
40,qmix,1055,29,970,134,53.5625
40,qmix,1056,24,959,128,60.84615384615385
40,qmix,1057,29,977,137,54.125
40,qmix,1058,25,903,186,53.827586206896555
40,qmix,1059,26,916,148,58.65384615384615
40,qmix,1060,27,965,131,56.17857142857143
40,qmix,1061,25,893,175,58.44444444444444
40,qmix,1062,28,946,147,47.785714285714285
40,qmix,1063,28,948,149,44.833333333333336
40,qmix,1064,28,944,140,55.064516129032256
40,qmix,1065,23,870,210,58.370370370370374
40,qmix,1066,23,901,171,66.125
40,qmix,1067,3,170,718,25.2
40,qmix,1068,29,1006,103,51.45161290322581
40,qmix,1069,24,880,179,54.23076923076923
40,qmix,1070,28,972,132,54.096774193548384
40,qmix,1071,25,929,162,64.81481481481481
40,qmix,1072,30,945,133,52.774193548387096
40,qmix,1073,27,964,124,50.793103448275865
40,qmix,1074,27,951,147,58.833333333333336
40,qmix,1075,29,980,129,50.29032258064516
40,qmix,1076,4,240,650,28.833333333333332
40,qmix,1077,24,861,179,58.666666666666664
40,qmix,1078,33,1052,84,37.11764705882353
40,qmix,1079,29,971,129,50.46875
40,qmix,1080,2,114,759,14.5
40,qmix,1081,26,913,146,61.53846153846154
40,qmix,1082,25,878,191,52.074074074074076
40,qmix,1083,6,274,644,32.375
40,qmix,1084,25,899,177,76.64
40,qmix,1085,28,964,129,58.56666666666667
40,qmix,1086,19,710,337,57.61904761904762
40,qmix,1087,26,930,147,51.275862068965516
40,qmix,1088,27,918,157,54.55555555555556
40,qmix,1089,28,992,110,50.8
40,qmix,1090,26,930,169,59.535714285714285
40,qmix,1091,28,929,148,57.43333333333333
40,qmix,1092,24,892,190,54.53846153846154
40,qmix,1093,24,906,163,66.70833333333333
40,qmix,1094,25,953,145,53.357142857142854
40,qmix,1095,21,825,198,75.61904761904762
40,qmix,1096,21,822,227,55.608695652173914
40,qmix,1097,11,406,536,45.61538461538461
40,qmix,1098,31,1013,101,52.21212121212121
40,qmix,1099,30,1022,96,45.41935483870968
80,random,1000,24,827,249,37.80769230769231
80,random,1001,29,1019,95,31.5
80,random,1002,20,804,257,32.63636363636363
80,random,1003,25,875,209,32.07692307692308
80,random,1004,27,912,158,31.482758620689655
80,random,1005,11,480,384,56.46153846153846
80,random,1006,25,901,170,45.34615384615385
80,random,1007,23,833,238,32.57692307692308
80,random,1008,10,588,413,42.333333333333336
80,random,1009,22,774,277,60.52173913043478
80,random,1010,26,989,123,30.82758620689655
80,random,1011,29,1017,99,26.34375
80,random,1012,22,904,184,43.375
80,random,1013,27,1015,104,30.344827586206897
80,random,1014,25,993,117,36.07142857142857
80,random,1015,27,940,138,34.55172413793103
80,random,1016,26,906,188,36.925925925925924
80,random,1017,27,1004,110,30.166666666666668
80,random,1018,25,890,189,45.5
80,random,1019,28,1007,112,28.433333333333334
80,random,1020,27,965,128,30.275862068965516
80,random,1021,18,694,317,49.45
80,random,1022,19,772,282,35.714285714285715
80,random,1023,28,1012,122,34.75
80,random,1024,27,1002,111,33.06896551724138
80,random,1025,26,901,197,38.5
80,random,1026,25,888,176,37.51851851851852
80,random,1027,23,918,160,34.12
80,random,1028,18,684,341,31.5
80,random,1029,25,908,167,37.22222222222222
80,random,1030,20,726,305,72.28571428571429
80,random,1031,23,860,210,37.04
80,random,1032,23,878,209,30.36
80,random,1033,16,808,253,44.05882352941177
80,random,1034,26,984,121,36.714285714285715
80,random,1035,26,939,160,34.07142857142857
80,random,1036,27,984,127,32.51724137931034
80,random,1037,27,976,143,28.214285714285715
80,random,1038,22,838,241,27.043478260869566
80,random,1039,25,915,159,33.310344827586206
80,random,1040,9,380,547,51.72727272727273
80,random,1041,26,964,141,38.5
80,random,1042,25,888,195,39.2
80,random,1043,27,987,133,34.55172413793103
80,random,1044,19,704,325,54.04761904761905
80,random,1045,29,1056,77,26.625
80,random,1046,25,907,185,33.535714285714285
80,random,1047,13,634,382,37.5
80,random,1048,23,887,206,31.16
80,random,1049,30,1038,84,26.333333333333332
80,random,1050,8,330,590,51.8
80,random,1051,28,1008,109,29.448275862068964
80,random,1052,13,566,428,62.642857142857146
80,random,1053,24,930,153,39.57692307692308
80,random,1054,15,604,404,35.05882352941177
80,random,1055,24,907,152,34.07692307692308
80,random,1056,2,104,766,13.0
80,random,1057,25,890,180,38.96153846153846
80,random,1058,25,965,135,37.7037037037037
80,random,1059,23,881,177,46.4
80,random,1060,28,994,117,27.096774193548388
80,random,1061,26,949,141,31.17241379310345
80,random,1062,15,702,337,35.0625
80,random,1063,20,857,185,58.59090909090909
80,random,1064,2,120,752,17.25
80,random,1065,26,949,136,35.206896551724135
80,random,1066,26,847,211,33.214285714285715
80,random,1067,29,1017,104,25.580645161290324
80,random,1068,26,947,140,41.44444444444444
80,random,1069,26,978,126,29.107142857142858
80,random,1070,26,948,134,32.285714285714285
80,random,1071,15,554,431,39.11764705882353
80,random,1072,26,863,211,33.42857142857143
80,random,1073,5,240,661,35.857142857142854
80,random,1074,29,1023,98,27.5
80,random,1075,20,745,298,59.77272727272727
80,random,1076,24,876,199,42.34615384615385
80,random,1077,8,294,628,35.7
80,random,1078,26,988,122,35.07142857142857
80,random,1079,21,808,242,52.22727272727273
80,random,1080,20,827,210,45.22727272727273
80,random,1081,26,964,141,36.857142857142854
80,random,1082,25,905,179,30.785714285714285
80,random,1083,28,1018,97,32.1
80,random,1084,2,124,751,16.5
80,random,1085,22,791,255,57.125
80,random,1086,22,813,235,54.166666666666664
80,random,1087,27,958,133,34.464285714285715
80,random,1088,27,932,154,32.37931034482759
80,random,1089,6,348,566,48.5
80,random,1090,19,752,249,75.61904761904762
80,random,1091,24,883,194,37.30769230769231
80,random,1092,23,835,229,45.96153846153846
80,random,1093,27,930,154,33.03448275862069
80,random,1094,21,739,312,44.52173913043478
80,random,1095,27,1002,117,31.833333333333332
80,random,1096,28,998,111,29.655172413793103
80,random,1097,27,943,144,30.75862068965517
80,random,1098,18,756,283,46.31578947368421
80,random,1099,27,1025,98,30.933333333333334
80,roundrobin,1000,24,954,157,39.03703703703704
80,roundrobin,1001,24,908,167,43.42307692307692
80,roundrobin,1002,16,650,370,39.111111111111114
80,roundrobin,1003,27,929,152,33.275862068965516
80,roundrobin,1004,8,568,433,48.8
80,roundrobin,1005,5,250,637,35.142857142857146
80,roundrobin,1006,23,905,177,37.42307692307692
80,roundrobin,1007,26,953,131,37.0
80,roundrobin,1008,22,916,171,30.652173913043477
80,roundrobin,1009,2,114,758,14.5
80,roundrobin,1010,2,116,757,15.0
80,roundrobin,1011,23,818,242,46.416666666666664
80,roundrobin,1012,7,264,642,33.333333333333336
80,roundrobin,1013,27,955,140,34.77777777777778
80,roundrobin,1014,26,948,140,32.535714285714285
80,roundrobin,1015,24,881,184,41.65384615384615
80,roundrobin,1016,26,963,129,30.724137931034484
80,roundrobin,1017,29,982,125,28.366666666666667
80,roundrobin,1018,24,871,203,40.84615384615385
80,roundrobin,1019,29,1059,72,27.193548387096776
80,roundrobin,1020,27,964,126,31.137931034482758
80,roundrobin,1021,25,834,227,43.15384615384615
80,roundrobin,1022,23,894,203,50.541666666666664
80,roundrobin,1023,28,1026,98,26.903225806451612
80,roundrobin,1024,8,294,624,43.4
80,roundrobin,1025,3,182,700,21.6
80,roundrobin,1026,2,116,755,15.25
80,roundrobin,1027,20,706,312,45.54545454545455
80,roundrobin,1028,2,116,755,15.25
80,roundrobin,1029,21,762,292,36.869565217391305
80,roundrobin,1030,27,957,150,28.714285714285715
80,roundrobin,1031,27,959,144,28.17241379310345
80,roundrobin,1032,22,756,288,57.041666666666664
80,roundrobin,1033,27,948,154,32.241379310344826
80,roundrobin,1034,27,927,178,30.482758620689655
80,roundrobin,1035,22,782,271,41.041666666666664
80,roundrobin,1036,28,947,136,31.8
80,roundrobin,1037,28,959,152,30.366666666666667
80,roundrobin,1038,21,764,284,35.95454545454545
80,roundrobin,1039,25,916,159,35.17857142857143
80,roundrobin,1040,20,735,274,40.095238095238095
80,roundrobin,1041,10,432,525,34.833333333333336
80,roundrobin,1042,24,896,172,43.88461538461539
80,roundrobin,1043,27,937,161,34.793103448275865
80,roundrobin,1044,28,958,141,30.4
80,roundrobin,1045,2,126,747,15.5
80,roundrobin,1046,28,983,128,28.785714285714285
80,roundrobin,1047,24,888,183,44.76923076923077
80,roundrobin,1048,25,929,155,38.5
80,roundrobin,1049,29,1004,105,28.133333333333333
80,roundrobin,1050,25,883,193,37.629629629629626
80,roundrobin,1051,25,941,147,37.629629629629626
80,roundrobin,1052,5,630,399,27.142857142857142
80,roundrobin,1053,26,938,140,40.7037037037037
80,roundrobin,1054,21,832,224,45.91304347826087
80,roundrobin,1055,23,840,236,47.88
80,roundrobin,1056,3,182,700,21.6
80,roundrobin,1057,27,978,119,30.964285714285715
80,roundrobin,1058,2,114,756,14.5
80,roundrobin,1059,24,835,219,43.38461538461539
80,roundrobin,1060,2,116,757,14.5
80,roundrobin,1061,23,811,263,37.43478260869565
80,roundrobin,1062,6,238,661,33.125
80,roundrobin,1063,2,124,751,15.75
80,roundrobin,1064,24,881,192,40.148148148148145
80,roundrobin,1065,27,968,144,34.13793103448276
80,roundrobin,1066,24,863,191,42.73076923076923
80,roundrobin,1067,28,988,117,27.71875
80,roundrobin,1068,29,1102,49,26.466666666666665
80,roundrobin,1069,24,852,209,37.65384615384615
80,roundrobin,1070,26,931,143,34.592592592592595
80,roundrobin,1071,30,1075,59,28.0
80,roundrobin,1072,27,920,157,33.206896551724135
80,roundrobin,1073,24,899,175,38.7037037037037
80,roundrobin,1074,28,1036,81,28.161290322580644
80,roundrobin,1075,27,980,127,37.75
80,roundrobin,1076,11,530,459,35.84615384615385
80,roundrobin,1077,9,464,499,37.45454545454545
80,roundrobin,1078,25,913,160,32.92307692307692
80,roundrobin,1079,26,912,173,33.76923076923077
80,roundrobin,1080,26,938,154,36.25925925925926
80,roundrobin,1081,10,596,408,44.333333333333336
80,roundrobin,1082,27,1000,113,28.107142857142858
80,roundrobin,1083,28,1045,94,27.833333333333332
80,roundrobin,1084,27,948,146,28.03448275862069
80,roundrobin,1085,12,458,498,40.42857142857143
80,roundrobin,1086,5,484,492,29.714285714285715
80,roundrobin,1087,27,984,129,32.93103448275862
80,roundrobin,1088,14,652,369,42.75
80,roundrobin,1089,26,950,143,35.666666666666664
80,roundrobin,1090,27,972,126,30.466666666666665
80,roundrobin,1091,23,897,155,40.111111111111114
80,roundrobin,1092,24,858,206,32.34615384615385
80,roundrobin,1093,18,744,293,42.75
80,roundrobin,1094,27,945,130,31.24137931034483
80,roundrobin,1095,21,835,206,49.47826086956522
80,roundrobin,1096,27,1017,101,30.0
80,roundrobin,1097,25,927,160,36.851851851851855
80,roundrobin,1098,19,678,336,34.523809523809526
80,roundrobin,1099,16,630,300,57.5
80,nearest,1000,23,873,202,34.69230769230769
80,nearest,1001,9,330,597,36.45454545454545
80,nearest,1002,28,1008,101,25.96875
80,nearest,1003,25,803,271,30.703703703703702
80,nearest,1004,24,794,231,27.076923076923077
80,nearest,1005,27,942,148,24.06896551724138
80,nearest,1006,23,776,268,26.76
80,nearest,1007,28,924,151,31.75862068965517
80,nearest,1008,26,933,161,35.25
80,nearest,1009,27,861,198,37.17857142857143
80,nearest,1010,15,532,453,32.411764705882355
80,nearest,1011,2,98,770,12.0
80,nearest,1012,2,98,770,12.0
80,nearest,1013,25,853,214,34.34615384615385
80,nearest,1014,27,944,151,32.06896551724138
80,nearest,1015,27,904,178,27.137931034482758
80,nearest,1016,2,98,770,12.0
80,nearest,1017,24,802,260,31.22222222222222
80,nearest,1018,26,896,183,27.0
80,nearest,1019,23,811,241,42.6
80,nearest,1020,17,736,308,25.555555555555557
80,nearest,1021,27,976,123,32.03448275862069
80,nearest,1022,28,965,135,31.4
80,nearest,1023,27,946,150,31.689655172413794
80,nearest,1024,23,787,273,31.04
80,nearest,1025,27,920,160,34.0
80,nearest,1026,29,939,161,25.258064516129032
80,nearest,1027,25,897,169,36.48148148148148
80,nearest,1028,23,836,201,46.16
80,nearest,1029,27,920,161,32.43333333333333
80,nearest,1030,28,975,136,30.0
80,nearest,1031,26,854,205,41.214285714285715
80,nearest,1032,27,917,159,33.241379310344826
80,nearest,1033,25,858,203,35.84615384615385
80,nearest,1034,2,106,759,12.0
80,nearest,1035,25,863,201,37.34615384615385
80,nearest,1036,25,898,187,43.0
80,nearest,1037,21,723,280,32.91304347826087
80,nearest,1038,21,724,281,33.04545454545455
80,nearest,1039,26,952,152,30.75
80,nearest,1040,24,854,217,38.69230769230769
80,nearest,1041,20,700,318,31.181818181818183
80,nearest,1042,2,106,759,12.0
80,nearest,1043,2,98,770,12.0
80,nearest,1044,23,776,284,33.541666666666664
80,nearest,1045,26,904,186,30.75
80,nearest,1046,26,902,158,37.44827586206897
80,nearest,1047,16,632,377,33.8235294117647
80,nearest,1048,27,901,171,34.357142857142854
80,nearest,1049,25,873,204,33.592592592592595
80,nearest,1050,2,106,759,12.0
80,nearest,1051,24,892,171,46.61538461538461
80,nearest,1052,2,106,759,12.0
80,nearest,1053,2,98,770,12.0
80,nearest,1054,28,965,119,26.28125
80,nearest,1055,26,926,148,31.85185185185185
80,nearest,1056,27,915,165,36.42857142857143
80,nearest,1057,26,887,180,35.642857142857146
80,nearest,1058,23,781,265,41.24
80,nearest,1059,2,98,770,12.0
80,nearest,1060,22,825,232,46.08
80,nearest,1061,16,602,396,36.44444444444444
80,nearest,1062,26,872,195,31.821428571428573
80,nearest,1063,2,98,770,12.0
80,nearest,1064,26,861,201,40.96296296296296
80,nearest,1065,26,925,171,34.766666666666666
80,nearest,1066,27,937,154,29.5
80,nearest,1067,2,98,770,12.0
80,nearest,1068,27,951,133,29.137931034482758
80,nearest,1069,21,784,253,47.04347826086956
80,nearest,1070,28,934,154,34.333333333333336
80,nearest,1071,27,923,153,34.607142857142854
80,nearest,1072,14,586,415,34.8125
80,nearest,1073,31,1011,107,21.333333333333332
80,nearest,1074,25,841,228,34.19230769230769
80,nearest,1075,25,799,266,28.703703703703702
80,nearest,1076,10,392,549,32.333333333333336
80,nearest,1077,26,872,203,30.925925925925927
80,nearest,1078,25,892,175,35.535714285714285
80,nearest,1079,21,788,277,33.91304347826087
80,nearest,1080,25,894,168,30.923076923076923
80,nearest,1081,2,98,770,12.0
80,nearest,1082,26,921,160,30.20689655172414
80,nearest,1083,27,960,125,30.0
80,nearest,1084,25,877,181,33.18518518518518
80,nearest,1085,8,312,613,43.9
80,nearest,1086,28,927,153,28.517241379310345
80,nearest,1087,25,899,172,36.666666666666664
80,nearest,1088,26,911,163,31.448275862068964
80,nearest,1089,17,694,340,29.666666666666668
80,nearest,1090,29,988,123,24.71875
80,nearest,1091,27,949,135,31.344827586206897
80,nearest,1092,26,927,161,32.827586206896555
80,nearest,1093,28,961,141,25.266666666666666
80,nearest,1094,30,962,124,22.64516129032258
80,nearest,1095,21,790,260,39.541666666666664
80,nearest,1096,27,975,111,28.896551724137932
80,nearest,1097,25,917,139,29.076923076923077
80,nearest,1098,0,264,649,12.0
80,nearest,1099,2,302,627,19.0
80,qmix,1000,28,1017,95,26.806451612903224
80,qmix,1001,23,858,192,50.32
80,qmix,1002,25,969,128,40.111111111111114
80,qmix,1003,25,898,182,30.73076923076923
80,qmix,1004,25,984,119,39.48148148148148
80,qmix,1005,16,693,283,54.35294117647059
80,qmix,1006,19,726,321,40.45
80,qmix,1007,16,658,368,33.294117647058826
80,qmix,1008,22,812,247,31.333333333333332
80,qmix,1009,20,760,292,47.27272727272727
80,qmix,1010,26,990,123,33.75
80,qmix,1011,6,268,647,39.125
80,qmix,1012,26,956,139,36.5
80,qmix,1013,25,925,168,38.38461538461539
80,qmix,1014,26,1000,124,29.428571428571427
80,qmix,1015,25,912,181,41.25925925925926
80,qmix,1016,6,296,625,45.375
80,qmix,1017,26,960,138,35.785714285714285
80,qmix,1018,27,995,120,33.535714285714285
80,qmix,1019,29,1007,100,33.86206896551724
80,qmix,1020,27,966,135,28.433333333333334
80,qmix,1021,24,924,163,36.888888888888886
80,qmix,1022,26,906,183,38.48148148148148
80,qmix,1023,5,228,671,31.285714285714285
80,qmix,1024,29,1004,115,29.866666666666667
80,qmix,1025,26,958,152,30.344827586206897
80,qmix,1026,25,905,165,42.48148148148148
80,qmix,1027,27,905,187,33.25
80,qmix,1028,25,947,150,39.51851851851852
80,qmix,1029,24,873,188,36.61538461538461
80,qmix,1030,20,848,210,52.34782608695652
80,qmix,1031,26,966,136,37.81481481481482
80,qmix,1032,7,398,560,48.5
80,qmix,1033,2,444,528,14.333333333333334
80,qmix,1034,26,998,108,32.93103448275862
80,qmix,1035,27,970,126,35.275862068965516
80,qmix,1036,19,778,276,48.5
80,qmix,1037,27,1046,86,31.233333333333334
80,qmix,1038,25,921,155,39.111111111111114
80,qmix,1039,26,989,123,35.93103448275862
80,qmix,1040,26,918,164,39.607142857142854
80,qmix,1041,24,927,160,35.57692307692308
80,qmix,1042,26,952,149,40.7037037037037
80,qmix,1043,19,704,325,35.23809523809524
80,qmix,1044,17,764,280,64.05263157894737
80,qmix,1045,26,965,133,36.724137931034484
80,qmix,1046,12,616,396,44.785714285714285
80,qmix,1047,23,895,170,35.36
80,qmix,1048,27,1018,105,30.655172413793103
80,qmix,1049,23,836,236,38.17391304347826
80,qmix,1050,27,928,165,32.5
80,qmix,1051,26,949,148,37.51724137931034
80,qmix,1052,25,915,172,36.18518518518518
80,qmix,1053,29,1006,105,32.36666666666667
80,qmix,1054,25,944,153,30.40740740740741
80,qmix,1055,27,961,144,33.96666666666667
80,qmix,1056,22,920,167,44.083333333333336
80,qmix,1057,26,934,164,29.642857142857142
80,qmix,1058,26,1012,106,34.464285714285715
80,qmix,1059,26,957,144,33.629629629629626
80,qmix,1060,20,839,217,47.22727272727273
80,qmix,1061,22,773,287,32.875
80,qmix,1062,26,976,134,37.51851851851852
80,qmix,1063,25,917,159,31.37037037037037
80,qmix,1064,25,996,108,35.2962962962963
80,qmix,1065,26,983,126,37.5
80,qmix,1066,24,899,189,43.73076923076923
80,qmix,1067,3,170,718,25.2
80,qmix,1068,28,1006,114,32.172413793103445
80,qmix,1069,25,871,193,39.2962962962963
80,qmix,1070,27,1027,104,32.44827586206897
80,qmix,1071,24,935,156,45.15384615384615
80,qmix,1072,15,764,297,34.1764705882353
80,qmix,1073,27,1006,108,33.51724137931034
80,qmix,1074,25,964,141,38.148148148148145
80,qmix,1075,9,490,487,48.27272727272727
80,qmix,1076,23,870,171,58.291666666666664
80,qmix,1077,22,865,176,36.25
80,qmix,1078,29,1027,102,26.387096774193548
80,qmix,1079,28,980,125,32.6551724137931
80,qmix,1080,2,114,759,14.5
80,qmix,1081,25,942,141,40.592592592592595
80,qmix,1082,16,784,274,42.333333333333336
80,qmix,1083,17,664,277,40.31578947368421
80,qmix,1084,25,961,140,35.0
80,qmix,1085,27,1005,112,32.206896551724135
80,qmix,1086,20,769,282,59.54545454545455
80,qmix,1087,24,933,157,40.2
80,qmix,1088,11,496,471,46.69230769230769
80,qmix,1089,25,1008,102,39.7037037037037
80,qmix,1090,26,1012,101,35.111111111111114
80,qmix,1091,22,885,205,44.416666666666664
80,qmix,1092,25,914,165,37.55555555555556
80,qmix,1093,22,893,180,50.416666666666664
80,qmix,1094,25,912,173,45.69230769230769
80,qmix,1095,23,913,156,49.19230769230769
80,qmix,1096,24,924,156,43.81481481481482
80,qmix,1097,26,918,153,36.964285714285715
80,qmix,1098,28,982,132,32.766666666666666
80,qmix,1099,23,958,136,40.84
120,random,1000,21,977,132,29.434782608695652
120,random,1001,21,898,183,32.54545454545455
120,random,1002,22,968,130,34.31818181818182
120,random,1003,21,991,124,32.04347826086956
120,random,1004,21,894,170,39.77272727272727
120,random,1005,15,618,325,47.375
120,random,1006,10,622,385,48.72727272727273
120,random,1007,21,833,235,32.43478260869565
120,random,1008,21,914,187,34.72727272727273
120,random,1009,21,1000,117,31.666666666666668
120,random,1010,22,964,143,35.54545454545455
120,random,1011,22,971,122,26.041666666666668
120,random,1012,12,608,403,36.214285714285715
120,random,1013,22,1049,78,29.863636363636363
120,random,1014,20,971,127,35.95238095238095
120,random,1015,23,990,105,30.375
120,random,1016,22,935,153,31.73913043478261
120,random,1017,22,1052,72,24.76
120,random,1018,11,688,342,41.583333333333336
120,random,1019,21,991,104,32.18181818181818
120,random,1020,20,816,244,42.04761904761905
120,random,1021,7,256,658,33.888888888888886
120,random,1022,21,1058,66,28.916666666666668
120,random,1023,20,960,136,33.91304347826087
120,random,1024,21,864,220,31.458333333333332
120,random,1025,21,909,166,43.23809523809524
120,random,1026,22,969,139,30.130434782608695
120,random,1027,21,942,145,28.045454545454547
120,random,1028,8,286,634,38.0
120,random,1029,2,130,746,16.0
120,random,1030,7,502,484,61.625
120,random,1031,22,1033,87,30.583333333333332
120,random,1032,16,738,307,33.05882352941177
120,random,1033,22,1009,102,26.375
120,random,1034,20,940,150,35.95238095238095
120,random,1035,21,949,147,38.77272727272727
120,random,1036,21,843,229,43.476190476190474
120,random,1037,22,949,154,29.75
120,random,1038,15,728,244,42.9375
120,random,1039,22,982,112,31.782608695652176
120,random,1040,22,981,125,27.727272727272727
120,random,1041,21,878,187,37.42857142857143
120,random,1042,6,222,677,35.0
120,random,1043,19,903,185,34.57142857142857
120,random,1044,4,228,674,30.666666666666668
120,random,1045,21,932,144,29.17391304347826
120,random,1046,22,1050,87,28.17391304347826
120,random,1047,21,972,137,30.26086956521739
120,random,1048,22,974,146,37.77272727272727
120,random,1049,6,274,627,37.875
120,random,1050,21,929,153,34.81818181818182
120,random,1051,19,968,138,31.75
120,random,1052,15,629,304,50.11764705882353
120,random,1053,20,936,157,30.695652173913043
120,random,1054,20,852,230,31.545454545454547
120,random,1055,19,822,260,41.18181818181818
120,random,1056,2,106,764,12.75
120,random,1057,21,1008,114,27.181818181818183
120,random,1058,20,955,154,32.0
120,random,1059,19,855,229,46.80952380952381
120,random,1060,7,496,485,57.44444444444444
120,random,1061,23,1009,106,27.083333333333332
120,random,1062,22,951,150,30.91304347826087
120,random,1063,20,828,236,35.77272727272727
120,random,1064,22,1028,92,28.083333333333332
120,random,1065,20,860,229,38.608695652173914
120,random,1066,2,106,762,13.75
120,random,1067,22,957,156,29.958333333333332
120,random,1068,6,510,477,31.714285714285715
